voice_038|외국인들의 매도를 거듭하면서 지수가 곤두박질 치고 있다.
voice_039|이러한 평가 과제는 레포트 형식에 맞추어 더 넓은 맥락에서 글을 쓸 수 있도록 도와줍니다.
voice_040|우아하게 앞을 보고 걸어.
voice_041|차후 진행되는 사항은 이메일로 업데이트하겠습니다.
voice_042|나는 지금의 활발한 성격과는 다르게 침착함과 현명한 성격을 가진 사람이 되고 싶어요.
voice_043|장점으로는 이 기능은 매우 편리합니다.
voice_044|하지만 당신과의 대화는 날 기분 좋게 해.
voice_045|전남 담양군 치매안심센터가 주민들에게서 큰 호응을 얻고 있다.
voice_046|당신이 만족하지 못하는 게 하나라도 있나요?
voice_047|나는 일찍 퇴근하려고 열심히 일했어요.
voice_048|본인 표적지에 사격을 여러 번 한 경우에는 어떻게 되죠?
voice_049|한국은 고등학생이 되면 문과와 이과 중 하나를 선택해야만 합니다.
voice_050|핸드볼을 잘한다고 인기가 높은 건 아닌가 보네요.
voice_051|의자 자체가 작을 뿐더러 좌석간 공간도 비좁다.
voice_052|이번 강원도 대형 산불 상황에서는 재난관리 영상회의가 빛났다.
voice_053|프라하에는 오케스트라와 인형극이 유명해서 다양한 공연을 볼 수 있습니다.
voice_054|동아리 활동 인증서가 필요한데 누구한테 말하면 되나요?
voice_055|오늘 늦잠 잤으니 약속을 취소해야 할 것 같아요.
voice_056|주변의 모든 남자들이 공놀이를 좋아하다 못해 숭배하기까지 했다.
voice_057|전통적인 방법의 설거지는 박테리아를 완벽하게 제거하지 못해요.
voice_058|언제든 너 안 피곤할 때 사진 좀 보내줘.
voice_059|하운이의 생일 파티를 준비하고 있어.
voice_060|매일 매일 운동 일기를 적는다면 훨씬 목표를 지키기 쉬워질 거야.
voice_061|제가 당신에게 상처를 준 것이 아니었길 바랍니다.
voice_062|특정 주요 상품이 선전하는 것은 의심할 여지가 없습니다.
voice_063|집까지 걸어가기에는 너무 멀었습니다.
voice_064|둘 다 매우 좋아하는 것들이에요.
voice_065|절대적 운동량이 부족한 소비자들에게도 도움이 될 것으로 보인다.
voice_066|오거돈 부산시장과 하태경 바른미래당 의원 등 각계 인사들이 조문했다.
voice_067|청와대 청원게시판에는 데이트폭력 가해자들을 엄벌해달라는 요청이 잇따르고 있다.
voice_068|바닥과 침대에 먼지가 너무 많습니다.
voice_069|얼마나 머무실 건지 알려주시겠어요?
voice_070|아무도 한국어를 못하기 때문에 그렇게 말하는 것은 괜찮습니다.
voice_071|당신은 공원에 가서 산책하세요?
voice_072|이 자동응답 메일은 저희가 고객님의 메시지를 받았다는 것을 확인시켜드립니다.
voice_073|에스파뇰 구단 관계자는 최근 한 매체와의 인터뷰에서 다수의 중국 거대 기업들과 후원계약을 논의 중이라고 밝혔다.
voice_074|잠깐 휴식을 가지는 건 어때요?
voice_075|저희 어머님께서 내일 허리 시술받기로 예약하고 오늘 입원하라고 하는데 어떻게 해야 하나요?
voice_076|나는 친구랑 이번 주 금요일에 만날 거야.
voice_077|오늘부터 날씨가 매우 추워졌어요.
voice_078|구종 추가가 변화를 의미하지 않는다는 점도 강조했다.
voice_079|저는 어느 팀으로 들어가야 하는 건가요?
voice_080|제 물건들을 잠시만 맡아주시기 바랍니다.
voice_081|저는 그가 서서히 잊히는 게 슬픕니다.
voice_082|그렇게 하면 우리 제품에 대한 인식이 저절로 긍정적일 수밖에 없겠군요.
voice_083|또 영어 캠프 때 색다른 음식들을 체험하게 해 줘서 감사해요.
voice_084|가방이 아주 예뻐서 같은 상품으로 교환하고 싶어요.
voice_085|아마 뉴욕이나 샌프란시스코에서 만날 것 같아.
voice_086|나는 주말에 고등학교 친구를 만날 거예요.
voice_087|당신과 함께여서 나는 매우 소중한 시간이었습니다.
voice_088|나는 아랍 친구를 만나서 너무 기뻐.
voice_089|그것은 저에게 문제를 일으키는 것입니다.
voice_090|당신이 원하는 페이스 업은 추가 금액 없이 가능합니다.
voice_091|빨리 답변 줄 수 있도록 하겠습니다.
voice_092|핵심 쟁점인 시브이아이디는 실무 협상에서 합의가 이뤄지기 힘든 만큼 결국 두 정상의 담판을 통해 결정될 공산이 크다.
voice_093|그녀는 젊고 매력적인 한국 여배우입니다.
voice_094|그녀의 아들은 지금 누구하고 살죠?
voice_095|혹시 어디가 파손되었거나 문제가 있으신가요?
voice_096|지식재산권 분야는 양국이 가장 첨예하게 맞서는 지점이다.
voice_097|우리가 만든 차량이 안전 테스트를 통과하지 못했대.
voice_098|자기 결점을 정말 깨닫고 있는 사람은 거의 없어요.
voice_099|소액권과 고액권을 섞어서 환전해갑니다.
voice_100|이어 신성일의 사망설이 알려지자 가족들도 입장을 전했다.
voice_101|특히 급속한 경제 성장으로 지가와 임금이 급등했다.
voice_102|저희는 이미 메일로 예약했어요.
voice_103|제품을 아직 사용해보지 않았잖아.
voice_104|그 위에 딸기 꿀리를 넣으세요.
voice_105|성도와 수사들 간 서열이 없으며 평등함을 중시합니다.
voice_106|더 낮은 요금과 다른 거래는 여러분이 실제로 붙여넣는 것이 무엇인지 알아내기 전까지는 좋은 것 같습니다.
voice_107|회원 가입해서 기차 좌석을 예약했어요.
voice_108|늦은 시간에라도 널 보러 갈까 고민했는데 매니저가 미워서 난 안 갈래.
voice_109|왜냐하면 다 자란 소년들도 아직 그 게임을 항상 하고 있거든요.
voice_110|제 동료직원인 글렌다와 잘 지내고 있나요?
voice_111|운전자가 반응하지 않으면 비상등을 켜고 차량을 제동한다.
voice_112|남아 있는 사람이 되긴 어려워요.
voice_113|창조주인 하느님도 쉬셨기 때문입니다.
voice_114|그런데 이 조개구이는 내가 전에 먹었던 조개구이랑 비교할 수 없이 맛있었어.
voice_115|그냥 조용히 목소리가 들릴 때까지 기다려라.
voice_116|당신은 나에게 미국 사진 보내줄 수 있어?
voice_117|저는 탄산음료를 주변에서 싼 가격에 구할 수 있기 때문에 자주 사 먹는 거 같아요.
voice_118|하지만 그냥 좋아해서 한국어를 공부하는 거라면 천천히 하세요.
voice_119|아마존에서 지적 재산권 침해 또는 짝퉁 단속을 위해 판매자들의 계정을 일시 정지시키는 부분을 충분히 이해하는 바입니다.
voice_120|생각나는 특별한 식당이라도 있으신가요?
voice_121|대학생 수아가 베이비 수아 때의 사진을 보면서 같은 장소를 거니는 것도 본인에게 흥미로울 것이라 생각된다.
voice_122|사람들은 네이트에 들어가 검색을 하고 이메일을 보내요.
voice_123|어릴 때 올림픽을 본 후 더 관심을 가지게 되었습니다.
voice_124|그러면 현지에서 오래 거주한 가이드는 있을까요?
voice_125|이는 특히 접선 유동 여과에서 나타나는 현상이에요.
voice_126|수능이 끝나면 점수에 연연해하지 말고 실기에 집중해야 한다.
voice_127|그리나 이번 주 일요일 행사에 참석할 수 있는 신청자가 없습니다.
voice_128|그 호텔 근처에 다른 호텔이 없습니다.
voice_129|출근하자마자 전화드렸는데 통화 괜찮으신가요?
voice_130|당신이 바쁘지 않을 때까지 기다릴게.
voice_131|하나님의 은혜를 진정으로 고백하는 사람에게는 감사가 그치지 않습니다.
voice_132|나는 의료 민영화를 반대합니다.
voice_133|우리가 일정을 상의한 후 연락드릴게요.
voice_134|파라다이스 카지노 인천점에 가려고 합니다.
voice_135|부산에서 올해 폭염으로 인한 첫 사망자가 발생했다.
voice_136|타임즈업은 할리우드 여성 인사들이 성범죄 근절을 위해 결성한 단체다.
voice_137|맛있는 음식을 떠올리면 대개 피자 치킨 등이 떠오를 거라고 생각합니다.
voice_138|그럼 상한 끝부분만 조금 다듬는 건 어때?
voice_139|다름이 아니라 사정이 생겨서 취소해야 할 것 같은데 가능한지요?
voice_140|먹고 남은 수프는 컵케이크 틀에 보관해요.
voice_141|저의 가장 큰 장점은 침착함과 성실함입니다.
voice_142|마지막 도구는 빨라지는 태엽 나사입니다.
voice_143|그리고 네가 울 때마다 안아주진 못할망정 화내는 것도 미안해.
voice_144|놀랍게도 경찰과 도둑은 오랜만에 만난 친척 사이었어.
voice_145|향후 생산에는 차질이 없도록 진행하겠습니다.
voice_146|도면이 완료되는 대로 보내드리겠습니다.
voice_147|박미선 이수지 경리 주이가 새로운 전학생으로 합류한다.
voice_148|에어컨을 틀면 전기 요금이 더 비싸집니다.
voice_149|먼저 그게 조작된 게 아닌지 의심해 보는 것이 좋아.
voice_150|저런 액체가 내 몸에 흐르면 그런 새로운 느낌을 주는 것도 매력적입니다.
voice_151|어떤 도로는 살짝 갈라져 있어서 위험해 보이기도 해.
voice_152|수료 후에는 포항제철소 기계정비부분 협력사에 면접 기회가 제공된다.
voice_153|역시 인기 있는 연예인으로 광고를 하니 많이 구매하더군요.
voice_154|당신 얼굴 보면서 이야기하고 싶어요.
voice_155|나는 당신을 겨울의 세계로 초대하고 싶어요.
voice_156|최근 상담원을 통해 고객센터를 이용해 주셨는데 괜찮으시면 이용 후기를 여쭤봐도 괜찮을까요?
voice_157|서울 강동구가 사회복지시설에 종사하는 노동자 처우 개선에 나섰다.
voice_158|주총일 물리적 충돌도 예상되면서 주주총회가 파행될 가능성도 점쳐지고 있다.
voice_159|상황이 이런데도 노선버스 업계는 뾰족한 해결책이 없다고 토로한다.
voice_160|서로가 다 오랜 친구였기 때문에 편안함을 느꼈다.
voice_161|제가 고추장을 더 넣어서 가져다드리도록 할게요.
voice_162|우리 소금 낭비를 줄입시다.
voice_163|오늘은 그들의 기독교적 신앙심을 위해 박해당한 모든 사람들을 위해 기도합시다.
voice_164|굴은 안 들어있지만 다른 해산물이 들어가 있어요.
voice_165|일정이 많이 바뀌어서 아마 다음 달 초부터 시작될 것 같습니다.
voice_166|오늘따라 해야 할 일이 더 많은 것 같아요.
voice_167|에드가 한국에 대해 좋은 인상을 갖고 계시다니 기쁩니다.
voice_168|나에게 넌 의미가 없으니 다신 나랑 연락하려 들지 마.
voice_169|정확한 문제 제기와 정의가 첫 걸음이 될 것이다.
voice_170|동물을 이용하는 다른 모든 활동도 막아야 한다고 생각하세요?
voice_171|자칫 자존심 때문에 시비가 발생할 수 있다.
voice_172|당신이 항상 나를 화나게 하므로 가끔은 입을 열기가 겁이 납니다.
voice_173|나는 이해할 수 없지만 네가 중요하다고 생각한다면 내게 말해줘.
voice_174|살 만큼 살았고 어른은 되었는데 돌아보니 내가 없습니다.
voice_175|너는 여길 왜 오게 된 거야?
voice_176|서대문구민들의 평가가 좋아 임기 후 국회의원 출마 가능성도 거론된다.
voice_177|내 비서와 계속 연락하는 그 사람은 누구입니까?
voice_178|결국 그 범인들은 잘못을 깨닫지 못합니다.
voice_179|지금은 투자 가격이 과거 평균보다 빠르게 상승하는 기간입니다.
voice_180|택배 배송제가 잘 받았습니다.
voice_181|이 포럼은 전 세계 연구소 들 간의 행사입니다.
voice_182|소비자가 그나마 믿을 수 있는 구석은 인증이다.
voice_183|나는 혼자 여행하면서 셀카 찍는 걸 좋아해요.
voice_184|새 구장 명칭과 관련해서도 말바꾸기 정황이 엿보인다.
voice_185|난 너랑 같이 있을 때 조차도 니가 그리워.
voice_186|나는 당신이 한국말을 해서 감사해요.
voice_187|제가 조금 도와드릴까요? 제가 스페인어를 할 줄 알아서요.
voice_188|우리 집에서 지내는 거 어때요?
voice_189|요즘 제가 일이 많아서 잘 연락을 못 하네요.
voice_190|이 과정에서 정부 부처와 소통하고 조율한 경험이 있다.
voice_191|내 남동생들은 밖에서 놀고 있어요.
voice_192|조립도 혼자서 하기가 쉽게 되어 있나요?
voice_193|내 것 건드리지 말고 당장 사라지세요.
voice_194|어떤 와인을 구매할지 대략적인 계획이 혹시 있으셨나요?
voice_195|완제품에 대한 꼼꼼한 품질관리가 필요합니다.
voice_196|이 외 다른 파스타 메뉴는 없을까요?
voice_197|나는 이제까지 그녀에게 어떠한 보고도 받지 않았어.
voice_198|어두운 터널 속에서 나는 한 줄기 빛을 보았어.
voice_199|냉장고에 빈칸이 하나도 없는데요.
voice_200|어렸을 때 피아노를 쳤다가 그리고 아이를 낳은 후 다시 쳤다.
voice_201|그는 남자답게 사려 깊지 못했던 것을 후회합니다.
voice_202|작년에 당신의 회사에서 빨대컵을 수입했었는데 불량 문제가 있었습니다.
voice_203|화웨이의 위헌소송이 미중무역협상에 악재가 될지 이목이 집중된다.
voice_204|그렇지 않고서는 북한을 설득하기가 매우 어려울 것이다.
voice_205|밤에는 위험하니 일찍 귀가하세요.
voice_206|어쩔 수 없는 일이지만 다음 약속을 언제 잡게 될지 모르겠네요.
voice_207|같은 죽음을 다시 한번 볼 순 없어.
voice_208|어제는 퇴근 후 연락도 없더니 새벽에 쪽지 보내서 어디냐고 물어보는 이유는 뭐야?
voice_209|정유라의 학점 특혜 비리 제보자가 처음으로 방송에 출연했다.
voice_210|네. 청소 바로 도와드리겠습니다. 오늘도 좋은 여행 하세요.
voice_211|그중 사진을 찍는 사람은 좋은 사진을 만들기 위한 핵심 요소이에요.
voice_212|고객님 말씀하신 대로 해외전화만 착발신 금지 처리를 해드렸습니다.
voice_213|힘의 밀도는 안쪽 원과 아마 바깥쪽 원도 용접하기 충분해요.
voice_214|이력서에 쓰신 내용 증명할 수 있는 서류 준비해주시면 돼요.
voice_215|제가 약속 시각을 다시 정할 수 있을까요?
voice_216|공항으로 가는 버스표는 어디서 사나요?
voice_217|오늘 밤을 술 한잔하면서 활기 있게 보냅시다.
voice_218|저기 보이는 길을 따라서 쭉 가시다 보면 버스정류장이 보일 겁니다.
voice_219|나는 그녀처럼 당신을 해치지 않을 거예요.
voice_220|당신이 알려준 주소로 제가 찾아가겠습니다.
voice_221|한국과 외국의 업무 환경이 어떻게 다른지 알고 싶어요.
voice_222|우리는 서로 결혼하기로 약속했어요.
voice_223|피아노를 연주할려면 피아노가 필요해요.
voice_224|수익성에 국민의 생명이 뒷전으로 밀리고 있는 셈이다.
voice_225|나의 이상형은 대화가 잘 통하는 사람이에요.
voice_226|자사 플랫폼 가입자가 자진해서 콘텐츠를 올리기 때문이다.
voice_227|뭐? 처음 듣는 소식이야. 깜짝 발표한 거야?
voice_228|제 남동생은 포크레인 사업을 하고 있어요.
voice_229|지도에서 그곳을 찾아보는 것이 어떨까요?
voice_230|정말 죄송하다는 말 밖에 드릴 말이 없다.
voice_231|우리는 이러한 레서판다가 멸종이 안되게 생태계 환경을 조성하고 서식 활동에 도움을 줘야합니다.
voice_232|대부분의 범죄자가 어린 사람을 노립니다.
voice_233|학생들이 새로 온 선생님을 처음 봤을 때 그 선생님이 바보 같은 행동을 용인하지 않을 것이라고 여겼습니다.
voice_234|싫어하는 사람들은 빅토리아 왕관 속의 우리를 보기 원하지.
voice_235|저희는 비즈니스 바이어가 이미 당신 제품을 아마존에서 구매한 것을 알아차렸습니다.
voice_236|사다리가 어디 있는지만 알려주시면 제가 해볼게요.
voice_237|이 야구팀에서 제 포지션은 포수입니다.
voice_238|나중에 필리핀에 또 놀러가게된다면 연락할게요.
voice_239|송금은 다음 주에 가능할 것 같습니다.
voice_240|내 생각에 택시비가 더 비싸요.
voice_241|그들은 영국에 살고 있어요.
voice_242|노인의 노후준비가 삶의 만족도에 미치는 영향에 관한 연구입니다.
voice_243|아마 출국장 안 제과점 옆에 있을 거예요. 자세한 정보는 아니니까 확인해 보세요.
voice_244|그 나무 위에 있는 벌레 들은 나와 함께 그 맛있는 꽃을 먹어.
voice_245|그는 친구가 굉장히 많아요.
voice_246|처음에 니는 노래와 손뼉치기로 시작합니다.
voice_247|시술받았던 미용사 이름을 기억하시나요?
voice_248|당신은 왜 그것을 못 찾고 있는 건가요?
voice_249|잘못된 관행이 있으면 원인을 따져 바로잡아야만 한다.
voice_250|우리는 지독한 날씨를 겪고 있어요.
voice_251|꼭 듣고 싶은 이번 학기 수업이 있어?
voice_252|우유 피부를 위한 최강 루틴입니다.
voice_253|나 너희들이 다 너무 보고 싶어.
voice_254|모든 사람이 나를 좋아하게 만드는 것은 헛수고입니다.
voice_255|사람마다 아이들을 가르치는 교육 방식은 다릅니다.
voice_256|나 페이스북에서 오늘이 네 생일인걸 알게 됐어.
voice_257|부산 출신인 성 판사는 서울 성동고와 서울대 법대를 졸업했다.
voice_258|일자리가 많은 공단지역 주변에는 외국인 노동자들이 몰려 있다.
voice_259|너는 지금 아침 식사 할 예정인가요?
voice_260|서울에서 베이식 코스 마치고 독일로 잘 돌아가셨는지요?
voice_261|모두 가족과 즐거운 휴일 보내십시오.
voice_262|출구 조사가 틀린 것이 아니냐는 우려까지 나왔다.
voice_263|질문지의 첫 주요 섹션은 가나에서 피고인들에게 감지된 위험에 대한 데이터를 다루고 있어요.
voice_264|그녀의 사진이 전부 다 왜 잘못되었는지 나는 모르겠어요.
voice_265|그는 내 남편과 동갑입니다.
voice_266|가족이 거실에 모여 이야기를 할 것이에요.
voice_267|그 사람들은 말 주위에 모였습니다.
voice_268|기내 반입 수하물로 두 가방 모두 가지고 가시는 건가요?
voice_269|참새들은 눈 때문에 신이 난 게 아니었습니다.
voice_270|남자가 한 달에 내야 하는 돈은 얼마인가요?
voice_271|저는 종류 상관없이 다 좋아하는데 우리 영화 보러 갈래요?
voice_272|자기 스스로에게 빙하를 만난 적이 있냐고 물어본 적이 있나요?
voice_273|짐을 조금 빼시거나 초과 금액을 내시면 됩니다.
voice_274|누구나 한 번쯤은 경험해 봐도 좋을 만한 시간이니 당신도 가능하다면 해보길 바라요.
voice_275|플래시 불빛만으로도 순간적으로 앞이 안 보일 수 있다.
voice_276|이 여행을 통해 우리의 추억이 하나 더 생겨서 좋습니다.
voice_277|약이 모두 다르니 주의해서 챙겨먹어야겠네요.
voice_278|내 의견으로는 항상 변할 수 있는 가치에요.
voice_279|나의 좌우명은 내게 이렇게 말하고 있다.
voice_280|당신 혹시 기분이 상했나요?
voice_281|그것이 저를 영리하게 보이게 하고 또 제 몸 안에 흐르는 뉴욕커의 피가 흐르는 걸 증명하기 때문입니다.
voice_282|나는 당신이 예술을 대하는 태도를 작업으로 내놓은 것으로 생각해요.
voice_283|제품의 특징을 살린 지루하지 않은 세일즈톡을 네가 사용해야 해.
voice_284|이미 속력을 내고 오는 길이라서 정차하는데 더 위험하다고 생각해서 지나갔는데 한 번만 봐주세요.
voice_285|하지만 이 가격으로 판매한다면 나는 마이너스입니다.
voice_286|그래도 그 삼촌이 방에 들어오라고 하면 어쩌죠?
voice_287|차범근 전 축구대표팀 감독이 대한민국 축구 대표팀을 응원했다.
voice_288|항상 더 큰 공적인 가치가 무엇인지 고민했으면 좋겠습니다.
voice_289|우리의 목마름을 해결해 줄 사랑을 만나기가 어렵습니다.
voice_290|저는 지나가는 저분의 마음을 훔쳤습니다.
voice_291|저는 그 점에 대해 정말 고맙게 생각합니다.
voice_292|당신 회사에서는 성과에 맞춰 승진돼요?
voice_293|짱오는 목줄의 쇠 부분이 끊어지면서 탈출한 것으로 파악됐다.
voice_294|나는 아직 숙소를 예약 못 했어.
voice_295|건설 부문은 구본식 희성그룹 부회장이 맡아 독립한다.
voice_296|내게 종이 한 장만 줄 수 있습니까?
voice_297|그들은 그가 나를 그들로부터 뺏어갈까 봐 두려워해.
voice_298|그러나 보이지 않는 것을 믿는다는 것이 쉽지 않습니다.
voice_299|하지만 이 입장료는 한국인을 위한 것이에요.
voice_300|기업들이 재무건전성을 높이는 방법으로 투자축소를 선택하고 있다.
voice_301|문이 곧 닫히는데 그렇게 달려오시면 어떡합니까?
voice_302|노동자 사이의 차별이 계속되면 당연히 정규직과 비정규직 사이에 갈등이 생겨 업무효율이 많이 떨어질 것입니다.
voice_303|바이럴 마케팅의 효과에 대해서는 아직도 의견이 분분하다.
voice_304|그럼 물을 아주 살짝만 묻혀서 살살 문질러서 닦아주세요.
voice_305|나는 전화기를 무음으로 전환해 놓아서 못 들었다.
voice_306|그럼요. 연어를 주문했는데 딱 그것만 빠져서 왔어요.
voice_307|어디서 기타를 배워서 이렇게 잘 연주하나요?
voice_308|얼마 전에 산 지갑이랑 똑같은 제품이 여기에 있네.
voice_309|왜 근무 평가가 도입되었다고 당신은 생각합니까?
voice_310|이날 방송에는 시댁에서 생활하는 부부의 모습이 공개됐다.
voice_311|심지어 저는 출근 시간도 오래 걸리는데 아침 회의라 너무 피곤해요.
voice_312|저도 그럴 것이라고 확신해요.
voice_313|혹시 다른 유심칩을 장착한 경우는 장착한 유심칩의 번호를 저희에게 알려주세요.
voice_314|배가 떠나려면 시간이 좀 남는데 좀 더 쉬었다 가는 것도 가능한가요?
voice_315|침대와 책꽂이가 놓인 다락방에서 하룻밤 묵는 북 스테이도 가능하다.
